xid,name,rate,osm,wikidata,kinds,point.lon,point.lat
W651768261,Iglesia Recoleta Dominica,7,way/651768261,Q5912521,"religion,other_temples,interesting_places",-70.64451599121094,-33.42390441894531
W333210759,Iglesia Compañía de Jesús,7,way/333210759,Q16577978,"religion,churches,interesting_places,catholic_churches",-71.6027603149414,-33.04669189453125
W967052355,San Juan Bautista,7,way/967052355,Q2942352,"religion,cathedrals,interesting_places",-68.5264892578125,-31.53694725036621
W188679315,Catedral de San Juan,7,way/188679315,Q2942352,"religion,cathedrals,interesting_places",-68.52622985839844,-31.537105560302734
W111354783,Copiapó Cathedral,7,way/111354783,Q5758462,"religion,cathedrals,interesting_places",-70.333251953125,-27.366350173950195
W150868324,Escuela San Francisco,7,way/150868324,Q16577683,"religion,churches,interesting_places,other_churches",-68.65008544921875,-22.342634201049805
W231907207,Iglesia de San Andrés de Pica,7,way/231907207,Q16577637,"religion,churches,interesting_places,other_churches",-69.32933044433594,-20.49176025390625
W231802696,Casa de la Cultura,7,way/231802696,Q8341777,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-70.32109069824219,-18.47715187072754
W904609790,Iglesia de Achauta,7,way/904609790,Q5909167,"religion,churches,interesting_places,other_churches",-68.6248550415039,-19.283180236816406
W94719838,St. Charles Borromeo Cathedral,7,way/94719838,Q5758446,"religion,cathedrals,interesting_places",-72.10205078125,-36.60685348510742
N7055165588,Cerro Cordillera,7,node/7055165588,Q5707956,"view_points,other,historic,monuments_and_memorials,interesting_places,monuments",-71.6309585571289,-33.038307189941406
W102173756,Church of Chonchi,7,way/102173756,Q500215,"religion,churches,interesting_places,catholic_churches",-73.77367401123047,-42.6241340637207
N1214175916,Casa de Neruda (La Chascona),7,node/1214175916,Q5962867,"cultural,museums,interesting_places,other_museums",-70.63420104980469,-33.431182861328125
W41265517,Iglesia de San José de Maipo,7,way/41265517,Q16577714,"religion,churches,urban_environment,gardens_and_parks,cultural,interesting_places,other_churches",-70.35289001464844,-33.64036178588867
W263488434,Liceo Gregorio Cordovez,7,way/263488434,Q5975087,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-71.24349212646484,-29.902490615844727
N1088903121,Museo Ferroviario Baquedano,7,node/1088903121,Q4075872,"railway_stations,historic,museums,museums_of_science_and_technology,railway_museums,industrial_facilities,monuments_and_memorials,cultural,interesting_places,monuments",-69.83921813964844,-23.335193634033203
W328056079,Casa Abaroa,7,way/328056079,Q16490354,"cultural,museums,interesting_places,other_museums",-70.40213775634766,-23.65839195251465
W192677063,Museo Regional de Antofagasta,7,way/192677063,Q2884831,"cultural,museums,interesting_places,other_museums",-70.39775848388672,-23.644397735595703
W408779614,Plaza MacLean,7,way/408779614,Q42855778,"urban_environment,cultural,interesting_places,squares",-70.24951934814453,-18.010164260864258
W202211855,Santa Rosa de Lima,7,way/202211855,Q16577480,"religion,churches,interesting_places,other_churches",-71.07856750488281,-28.509008407592773
W892134657,Basilica de la Merced,7,way/892134657,Q4867346,"religion,churches,interesting_places,other_churches",-70.64653015136719,-33.4382209777832
R3438691,Iglesia de la Recoleta Franciscana,7,relation/3438691,Q11167121,"religion,other_temples,interesting_places",-70.6476058959961,-33.43032455444336
W381220663,"Iglesia de San Santiago, Belén",7,way/381220663,Q16577824,"religion,churches,interesting_places,other_churches",-69.51519775390625,-18.467918395996094
W328638898,Estación Baquedano,7,way/328638898,Q4075872,"railway_stations,industrial_facilities,interesting_places",-69.84051513671875,-23.33371925354004
N2118702244,Ascensor Cordillera,7,node/2118702244,Q5707956,"railway_stations,industrial_facilities,historic,monuments_and_memorials,interesting_places,monuments",-71.63019561767578,-33.03779220581055
N8961933709,Baquedano (Ferronor),7,node/8961933709,Q4075872,"railway_stations,industrial_facilities,interesting_places",-69.83744812011719,-23.33439826965332
N4486305308,Cuartel Almirante Silva,7,node/4486305308,Q55265977,"historic,monuments_and_memorials,interesting_places,monuments",-71.6298828125,-33.02999496459961
W848663893,Church of Aldachildo,7,way/848663893,Q501433,"religion,churches,interesting_places,other_churches",-73.61188507080078,-42.583797454833984
N1928292967,Nahuel Pan,7,node/1928292967,Q5843873,"railway_stations,industrial_facilities,interesting_places",-71.17601013183594,-42.95770263671875
N7597212247,Firma de la Independencia de Chile,7,node/7597212247,Q30341211,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-71.66548156738281,-35.42591857910156
W660745703,"Escuela Presidente José Manuel Balmaceda, Curicó",7,way/660745703,Q30911214,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-71.2446517944336,-34.9849739074707
N1493477380,Estación Placilla,7,node/1493477380,Q16564322,"railway_stations,industrial_facilities,interesting_places",-71.12052917480469,-34.63759231567383
W273385333,Casa Memoria José Domingo Cañas 1367,7,way/273385333,Q6406008,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-70.61722564697266,-33.45619201660156
N2118702237,Ascensor Cordillera,7,node/2118702237,Q5707956,"railway_stations,industrial_facilities,historic,monuments_and_memorials,interesting_places,monuments",-71.63056945800781,-33.03800964355469
N6304656386,View Point of Castle Brunet,7,node/6304656386,Q28163226,"view_points,other,fortifications,historic,monuments_and_memorials,interesting_places,castles,monuments",-71.56266784667969,-33.020999908447266
N1881532766,Villa Los Penitentes,7,node/1881532766,Q3259759,"historic,historical_places,archaeology,interesting_places,other_archaeological_sites,historic_settlements",-69.84117126464844,-32.84111404418945
N8919140828,Baquedano (FCAB),7,node/8919140828,Q4075872,"railway_stations,industrial_facilities,interesting_places",-69.84070587158203,-23.333589553833008
N1088991258,San Francisco,7,node/1088991258,Q16577683,"religion,churches,interesting_places,other_churches",-68.65047454833984,-22.342876434326172
W271155380,Pisagua Municipal Theatre,7,way/271155380,Q16638133,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-70.21170043945312,-19.596359252929688
W829442066,Iglesia Parroquial de Ushuaia,7,way/829442066,Q19358936,"religion,churches,interesting_places,catholic_churches",-68.31034851074219,-54.80856704711914
W881484575,Penitenciaría local de Punta Arenas,7,way/881484575,Q16617953,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-70.90958404541016,-53.161563873291016
W848664092,Church of Ichuac,7,way/848664092,Q501126,"religion,churches,interesting_places,other_churches",-73.71981811523438,-42.6159553527832
W274681688,Church of Rilán,7,way/274681688,Q500808,"religion,churches,interesting_places,catholic_churches",-73.62841033935547,-42.519630432128906
N906427841,Hospital Clínico San Borja Arriarán,7,node/906427841,Q16576127,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-70.64274597167969,-33.46057891845703
W727375972,Casa de los Diez,7,way/727375972,Q16490392,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-70.6456527709961,-33.44620895385742
W24964200,Mapocho Station Cultural Center,7,way/24964200,Q5400037,"railway_stations,industrial_facilities,interesting_places",-70.65450286865234,-33.432132720947266
W141326262,Iglesia de la Divina Providencia,7,way/141326262,Q5992050,"religion,churches,interesting_places,catholic_churches",-70.61617279052734,-33.4276123046875
W585751514,Edificio de la Aduana,7,way/585751514,Q5818363,"historic,monuments_and_memorials,interesting_places,monuments",-71.63040924072266,-33.03385925292969
N1937775752,Ascensor Florida,7,node/1937775752,Q16533228,"historic,monuments_and_memorials,interesting_places,monuments",-71.61933898925781,-33.04951095581055
N945476898,Museo Yerbas Buenas,7,node/945476898,Q20022173,"cultural,museums,interesting_places,other_museums",-71.58159637451172,-35.74722671508789
R5478505,Parque Nacional Nevado de Tres Cruces,7,relation/5478505,Q1702747,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",-69.03595733642578,-27.0362491607666
N2591064488,Casa Museo Eduardo Frei Montalva,7,node/2591064488,Q5898202,"biographical_museums,cultural,museums,interesting_places",-70.62236022949219,-33.44376754760742
W372248778,Museo Histórico del Centro Cultural Presidente Pedro Aguirre Cerda,7,way/372248778,Q92108562,"cultural,museums,interesting_places,other_museums",-70.615966796875,-32.86967468261719
N1258954983,Museo Nacional Benjamín Vicuña Mackenna,7,node/1258954983,Q5390779,"cultural,museums,interesting_places,other_museums",-70.63380432128906,-33.44119644165039
W225570452,Catedral de La Serena,7,way/225570452,Q5557919,"religion,cathedrals,interesting_places",-71.25102233886719,-29.902969360351562
W231993101,Palacio Sara Braun,7,way/231993101,Q16615150,"palaces,architecture,historic_architecture,interesting_places",-70.90589141845703,-53.16217803955078
W175009415,Teatro Enrique Molina Garmendia,7,way/175009415,Q6139702,"architecture,historic_architecture,cultural,theatres_and_entertainments,interesting_places,destroyed_objects,other_theatres",-73.04727172851562,-36.831783294677734
N2303615791,Museo Ferroviario Nacional de Tacna,7,node/2303615791,Q6975186,"national_museums,cultural,museums,interesting_places,museums_of_science_and_technology,railway_museums",-70.2544937133789,-18.012937545776367
N5262967032,Museo Iglesia,7,node/5262967032,Q501110,"religion,churches,cultural,museums,interesting_places,other_museums,other_churches",-73.37523651123047,-42.33140563964844
R11361700,Palacio La Alhambra,7,relation/11361700,Q6057698,"cultural,museums,interesting_places,other_museums",-70.65589904785156,-33.43931198120117
W563171887,Patio Palacio Sara Braun,7,way/563171887,Q16615150,"urban_environment,gardens_and_parks,cultural,interesting_places",-70.90760803222656,-53.16183090209961
N214190981,Oficina Pedro de Valdivia,7,node/214190981,Q6049300,"historic,historical_places,interesting_places,historic_settlements",-69.66954040527344,-22.596067428588867
W84880204,Castillo San Sebastián de la Cruz,7,way/84880204,Q5757582,"fortifications,historic,interesting_places,castles",-73.42595672607422,-39.888702392578125
R7966797,Cementerio Municipal Sara Braun,7,relation/7966797,Q5058719,"cemeteries,historic,burial_places,interesting_places",-70.8973159790039,-53.1527214050293
W676953500,Iglesia de Sabaya,7,way/676953500,Q62066146,"religion,other_temples,interesting_places",-68.37226104736328,-19.015167236328125
W444435957,Church of Santa María de Loreto,7,way/444435957,Q501072,"religion,churches,interesting_places,other_churches",-73.4881362915039,-42.47166061401367
W447940290,Fuerte Esmeralda,7,way/447940290,Q40887044,"fortifications,historic,cultural,museums,interesting_places,bunkers,other_museums",-71.62896728515625,-33.02769470214844
W332359465,Capilla del Carmen,7,way/332359465,Q16490214,"religion,other_temples,historic,monuments_and_memorials,interesting_places,monuments",-71.611328125,-33.051815032958984
W409069219,Church of Tenaún,7,way/409069219,Q501110,"religion,churches,interesting_places,catholic_churches",-73.37515258789062,-42.33150863647461
W300981710,Palacio Pereira,7,way/300981710,Q6057768,"palaces,architecture,historic_architecture,interesting_places",-70.65825653076172,-33.44005584716797
W24964212,Estación Central,7,way/24964212,Q28163126,"railway_stations,industrial_facilities,interesting_places",-70.6790771484375,-33.45205307006836
W277822118,Casa Stirling,7,way/277822118,Q16490447,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-67.61456298828125,-54.935176849365234
W563171886,Sara Braun Palace,7,way/563171886,Q16615150,"palaces,architecture,historic_architecture,interesting_places",-70.90777587890625,-53.161720275878906
R4761918,Pumalín Park,7,relation/4761918,Q239518,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,other_nature_conservation_areas",-72.37459564208984,-42.68233108520508
W208594656,José de San Martín,7,way/208594656,Q1015513,"historic,historical_places,interesting_places,historic_districts,historic_settlements",-70.46755981445312,-44.05156707763672
N198453670,José de San Martín,7,node/198453670,Q1015513,"historic,historical_places,interesting_places,historic_settlements",-70.47064208984375,-44.05149459838867
W203616771,Fuerte de Colcura,7,way/203616771,Q5470952,"fortifications,historic,interesting_places,other_fortifications",-73.16069793701172,-37.10626983642578
N365791591,Murales de Siqueiros y Guerrero,7,node/365791591,Q6032816,"wall_painting,urban_environment,cultural,interesting_places",-72.1075210571289,-36.60141372680664
N8570396540,Neuquén railway station,7,node/8570396540,Q5843906,"railway_stations,industrial_facilities,interesting_places",-68.05852508544922,-38.95583724975586
N5515192498,Iglesia de Piedra,7,node/5515192498,Q16577627,"other,unclassified_objects,interesting_places,historic_object",-72.8137435913086,-36.093841552734375
N1937775754,Ascensor Florida,7,node/1937775754,Q16533228,"historic,monuments_and_memorials,interesting_places,monuments",-71.6205062866211,-33.05022430419922
W71871574,Arauco Estacion,7,way/71871574,Q28163126,"railway_stations,industrial_facilities,architecture,historic_architecture,interesting_places,shops,malls,tourist_facilities,other_buildings_and_structures",-70.67989349365234,-33.45264434814453
N1774361614,Estación Central,7,node/1774361614,Q28163126,"railway_stations,industrial_facilities,cultural,cinemas,theatres_and_entertainments,interesting_places",-70.6783676147461,-33.45294189453125
N4757181460,Alameda,7,node/4757181460,Q28163126,"railway_stations,industrial_facilities,interesting_places",-70.67910766601562,-33.45234680175781
N5118035922,Teatro Parque Cousiño,7,node/5118035922,Q24942026,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-70.65553283691406,-33.4622802734375
W25543598,Cementerio de Disidentes,7,way/25543598,Q5760329,"cemeteries,historic,burial_places,interesting_places",-71.62554168701172,-33.04571533203125
N2118707971,Artillería funicular railway,7,node/2118707971,Q4801155,"railway_stations,industrial_facilities,historic,monuments_and_memorials,interesting_places,monuments",-71.63011932373047,-33.033721923828125
N297617550,Artillería funicular railway,7,node/297617550,Q4801155,"railway_stations,industrial_facilities,historic,monuments_and_memorials,interesting_places,monuments",-71.63040924072266,-33.032474517822266
N274454868,Reloj de Flores,7,node/274454868,Q6105155,"view_points,other,historic,monuments_and_memorials,interesting_places,monuments",-71.56706237792969,-33.022987365722656
W818653733,Flower Clock,7,way/818653733,Q6105155,"historic,monuments_and_memorials,interesting_places,monuments",-71.5671157836914,-33.0233268737793
N3302566185,Parque Provincial Ischigualasto,7,node/3302566185,Q639503,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,other_nature_conservation_areas",-67.84269714355469,-30.163349151611328
W84038715,Cementerio de Caldera,7,way/84038715,Q21004148,"cemeteries,historic,burial_places,interesting_places",-70.81394958496094,-27.067142486572266
W231907228,Geoglifos de Pintados,7,way/231907228,Q5839946,"historic,archaeology,interesting_places,other_archaeological_sites",-69.6726303100586,-20.620895385742188
W353287184,Catedral San Marcos,7,way/353287184,Q5809081,"religion,cathedrals,interesting_places",-70.32069396972656,-18.478973388671875
N4909906821,Arica,7,node/4909906821,Q5809081,"religion,cathedrals,interesting_places",-70.32142639160156,-18.47922134399414
N1088903417,Oficina Salitrera Chacabuco,7,node/1088903417,Q5066042,"view_points,other,architecture,historic_architecture,interesting_places,destroyed_objects",-69.61854553222656,-23.143964767456055
N5661634648,Iglesia San Francisco,7,node/5661634648,Q501103,"religion,churches,interesting_places,other_churches",-73.76377868652344,-42.48152160644531
N6385781836,"Iglesia del Sagrado Corazón de Jesús, Puerto Varas",7,node/6385781836,Q5912821,"religion,churches,interesting_places,other_churches",-72.9861068725586,-41.32054138183594
R10231018,Poopó Lake,7,relation/10231018,Q464945,"dry_lakes,water,natural,interesting_places,salt_lakes",-67.10242462158203,-18.805025100708008
W313514298,Laguna Conchalí,7,way/313514298,Q5969024,"water,natural,interesting_places,other_lakes",-71.49752807617188,-31.87633514404297
R11036101,Uru Uru Lake,7,relation/11036101,Q1641307,"dry_lakes,water,natural,interesting_places",-67.10260009765625,-18.098173141479492
W475959323,Puente Maule,7,way/475959323,Q16623104,"bridges,architecture,interesting_places,other_bridges",-71.69664764404297,-35.553680419921875
W475960800,Puente Maule Ferroviario,7,way/475960800,Q16623104,"bridges,architecture,interesting_places,other_bridges",-71.69619750976562,-35.554073333740234
W85651966,Viaducto del Malleco,7,way/85651966,Q3085334,"bridges,architecture,interesting_places,viaducts",-72.43790435791016,-37.961551666259766
W584477055,Puente Los Carros,7,way/584477055,Q24718258,"bridges,architecture,interesting_places,footbridges",-70.65032958984375,-33.432518005371094
W557440399,Centenario,7,way/557440399,Q16489925,"cultural,urban_environment,interesting_places,squares",-73.77195739746094,-42.62128829956055
W20867435,Santa Filomena,7,way/20867435,Q7139835,"religion,churches,cultural,urban_environment,interesting_places,squares,other_churches",-70.64199829101562,-33.43024444580078
W557440401,Centenario,7,way/557440401,Q16489925,"cultural,urban_environment,interesting_places,squares",-73.7726821899414,-42.62316131591797
W142436036,Viaducto de Loa,7,way/142436036,Q11068622,"bridges,architecture,interesting_places,other_bridges",-68.62214660644531,-22.032562255859375
Q107569761,Casa Consistorial de Conchalí,7,,Q107569761,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-70.67103576660156,-33.39616012573242
Q108100275,Edificio Tucapel Jiménez,7,,Q108100275,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-70.6587905883789,-33.445281982421875
Q119498,Valle de la Luna,7,,Q119498,"other,unclassified_objects,interesting_places,historic_object",-68.32302856445312,-22.91119956970215
Q500764,Church of Chelín,7,,Q500764,"religion,churches,interesting_places,other_churches",-73.51609802246094,-42.601200103759766
Q911547,Trolleybuses in Valparaíso,7,,Q911547,"historic,monuments_and_memorials,interesting_places,monuments",-71.60449981689453,-33.046199798583984
Q2478790,La Portada,7,,Q2478790,"rock_formations,interesting_places,natural,geological_formations,nature_reserves,other_nature_conservation_areas",-70.42694091796875,-23.506389617919922
Q4170251,Clock Tower,7,,Q4170251,"architecture,towers,interesting_places,clock_towers",-70.15249633789062,-20.21416664123535
Q5047912,Casa de Isla Negra,7,,Q5047912,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-71.68389129638672,-33.442779541015625
Q5740488,Calle Dieciocho,7,,Q5740488,"cultural,urban_environment,interesting_places,squares",-70.65777587890625,-33.448402404785156
Q5754519,Palacio Rivas,7,,Q5754519,"other,unclassified_objects,interesting_places,historic_object",-70.65715026855469,-33.44480895996094
Q5818006,"Edificio Ex Intendencia, Valparaíso",7,,Q5818006,"historic,monuments_and_memorials,interesting_places,monuments",-71.62947845458984,-33.03886795043945
Q5818190,Edificio Crucero Guevara,7,,Q5818190,"historic,monuments_and_memorials,interesting_places,monuments",-71.62516784667969,-33.04075622558594
Q5818371,Edificio de la Cooperativa Eléctrica de Chillán,7,,Q5818371,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-72.09639739990234,-36.61140060424805
Q5818383,Edificio de la Intendencia Metropolitana de Santiago,7,,Q5818383,"other,unclassified_objects,interesting_places,historic_object",-70.65309143066406,-33.44234848022461
Q5818390,Santiago Town Hall,7,,Q5818390,"other,unclassified_objects,interesting_places,historic_object",-70.65027618408203,-33.436973571777344
Q5909787,Parinacota church,7,,Q5909787,"religion,churches,interesting_places,other_churches",-69.26817321777344,-18.201871871948242
Q6023338,Monumento natural Pichasca,7,,Q6023338,"other,unclassified_objects,interesting_places,historic_object",-70.86666870117188,-30.383333206176758
Q6057714,"Palacio Lyon, Valparaíso",7,,Q6057714,"historic,monuments_and_memorials,interesting_places,monuments",-71.62129974365234,-33.04660415649414
Q6059317,Pampa Unión,7,,Q6059317,"other,unclassified_objects,interesting_places,historic_object",-69.50244140625,-23.07973289489746
Q6121574,Santuario de la Naturaleza Cascada de las Animas,7,,Q6121574,"other,unclassified_objects,interesting_places,historic_object",-70.31436157226562,-33.741092681884766
Q6970429,National Archives of Chile,7,,Q6970429,"other,unclassified_objects,interesting_places,historic_object",-70.64527893066406,-33.44194412231445
Q7126324,Palacio de la Real Audiencia de Santiago,7,,Q7126324,"other,unclassified_objects,interesting_places,historic_object",-70.6506118774414,-33.4370002746582
Q9078521,Chilean Writers' Society,7,,Q9078521,"other,unclassified_objects,interesting_places,historic_object",-70.63399505615234,-33.43889236450195
Q9081676,Tambo de Zapahuira,7,,Q9081676,"historic,archaeology,interesting_places,other_archaeological_sites",-69.61833190917969,-18.35333251953125
Q16489790,Bosque fósil de Punta Pelluco,7,,Q16489790,"other,unclassified_objects,interesting_places,historic_object",-72.9044418334961,-41.48694610595703
Q16489935,Calle Keller,7,,Q16489935,"cultural,urban_environment,interesting_places,squares",-70.61714172363281,-33.43650817871094
Q16489963,Campamento minero Puerto Cristal,7,,Q16489963,"other,unclassified_objects,interesting_places,historic_object",-72.39250183105469,-46.56444549560547
Q16490376,Casa de Enrique Schüller,7,,Q16490376,"other,unclassified_objects,interesting_places,historic_object",-73.133056640625,-40.57472229003906
Q16490387,Casa de la Cultura Andrés Sabella,7,,Q16490387,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-70.39778137207031,-23.648332595825195
Q16490409,Casa del Fundo El Llolly,7,,Q16490409,"other,unclassified_objects,interesting_places,historic_object",-72.61416625976562,-40.06944274902344
Q16490416,Casa Furniel,7,,Q16490416,"other,unclassified_objects,interesting_places,historic_object",-72.9558334350586,-40.33333206176758
Q16490423,Casa Herreros,7,,Q16490423,"other,unclassified_objects,interesting_places,historic_object",-71.25250244140625,-29.90138816833496
Q16491443,Convento de las Carmelitas Descalzas,7,,Q16491443,"religion,monasteries,interesting_places",-70.60316467285156,-32.83267593383789
Q16494387,Pucará de Belén,7,,Q16494387,"other,unclassified_objects,interesting_places,historic_object",-69.53971862792969,-18.476110458374023
Q16559130,Edificio de la Intendencia de la Región del Maule,7,,Q16559130,"other,unclassified_objects,interesting_places,historic_object",-71.6650390625,-35.42621612548828
Q16569805,Fuerte de San Carlos,7,,Q16569805,"other,unclassified_objects,interesting_places,historic_object",-73.82749938964844,-41.86166763305664
Q16572965,Grúa 82,7,,Q16572965,"historic,monuments_and_memorials,interesting_places,monuments",-71.61349487304688,-33.587432861328125
Q16577514,"Union Church, Valparaíso",7,,Q16577514,"historic,monuments_and_memorials,interesting_places,monuments",-71.6217269897461,-33.04636764526367
Q16578008,Iglesia de la Virgen de la Asunción de Ticnámar,7,,Q16578008,"religion,churches,interesting_places,other_churches",-69.49089813232422,-18.58595848083496
Q16578043,"Iglesia del Corazón de María, Valparaíso",7,,Q16578043,"historic,monuments_and_memorials,interesting_places,monuments",-71.60832977294922,-33.051658630371094
Q16615144,Palacio Riesco,7,,Q16615144,"other,unclassified_objects,interesting_places,historic_object",-70.62382507324219,-33.39380645751953
Q16622951,Pucará de Punta Brava,7,,Q16622951,"other,unclassified_objects,interesting_places,historic_object",-70.15027618408203,-27.78444480895996
Q16638460,Templo Luterano de Frutillar,7,,Q16638460,"other,unclassified_objects,interesting_places,historic_object",-73.0280532836914,-41.13444519042969
Q18746116,Parque Cultural de Valparaíso,7,,Q18746116,"historic,monuments_and_memorials,interesting_places,monuments",-71.62757873535156,-33.04619598388672
Q20022207,Teatro de los Mineros de Lota,7,,Q20022207,"other,unclassified_objects,interesting_places,historic_object",-73.15693664550781,-37.094627380371094
Q23807423,Construcciones de la Sociedad Industrial de Aysén,7,,Q23807423,"other,unclassified_objects,interesting_places,historic_object",-72.02960968017578,-45.57346725463867
Q24718257,Manuel Foster Observatory,7,,Q24718257,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-70.63236999511719,-33.42206573486328
Q26046093,Puente Alto-El Volcan Railway,7,,Q26046093,"other,unclassified_objects,interesting_places,historic_object",-70.48662567138672,-33.59227752685547
Q29049158,Capilla de Los Perales,7,,Q29049158,"other,unclassified_objects,interesting_places,historic_object",-71.31815338134766,-33.15098571777344
Q29857943,Piscina Tupahue,7,,Q29857943,"historic,monuments_and_memorials,interesting_places,monuments",-70.62352752685547,-33.41581344604492
Q42855933,Tacna Prefecture,7,,Q42855933,"other,unclassified_objects,interesting_places,historic_object",-70.25177764892578,-18.013906478881836
Q42897752,Estero Quitralco,7,,Q42897752,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-73.49317169189453,-45.8001823425293
Q42898024,Estación Colchagua,7,,Q42898024,"other,unclassified_objects,interesting_places,historic_object",-71.41487121582031,-34.53265380859375
Q42899143,Túnel Recto,7,,Q42899143,"other,unclassified_objects,interesting_places,historic_object",-71.1537094116211,-31.908538818359375
Q42899152,Túnel Las Astas,7,,Q42899152,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-71.15426635742188,-31.896039962768555
Q54834346,Santuario de Isluga,7,,Q54834346,"religion,churches,interesting_places,other_churches",-68.72233581542969,-19.25132942199707
Q65559792,Casa de Santo Domingo 627,7,,Q65559792,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-70.64637756347656,-33.43538284301758
Q106645206,"Capilla, casa y claustro de la Divina Providencia (La Serena)",7,,Q106645206,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-71.24083709716797,-29.9022216796875
Q1188652,Historia de Concepción,7,,Q1188652,"other,unclassified_objects,interesting_places,historic_object",-73.06346130371094,-36.82192611694336
Q2882431,Puente de Cal y Canto,7,,Q2882431,"other,unclassified_objects,interesting_places,historic_object",-70.65160369873047,-33.43269729614258
Q3304494,Bahía Lomas,7,,Q3304494,"lagoons,interesting_places,natural,water",-69.0,-52.54999923706055
Q3647895,Huaca de Chena,7,,Q3647895,"other,unclassified_objects,interesting_places,historic_object",-70.74710083007812,-33.614959716796875
Q5061695,Central Post Office Building,7,,Q5061695,"other,unclassified_objects,interesting_places,historic_object",-70.65109252929688,-33.437068939208984
Q5400606,Estancia Harberton,7,,Q5400606,"other,unclassified_objects,interesting_places,historic_object",-67.32938385009766,-54.87776184082031
Q5720479,Barrio Histórico de Antofagasta,7,,Q5720479,"historic,historical_places,interesting_places,historic_districts",-70.39739990234375,-23.644081115722656
Q5754332,Casa Marinkovic,7,,Q5754332,"other,unclassified_objects,interesting_places,historic_object",-70.14826202392578,-20.22075080871582
Q5848745,Estancia María Behety,7,,Q5848745,"other,unclassified_objects,interesting_places,historic_object",-67.93685913085938,-53.78544616699219
Q6057576,Palacio arzobispal de Santiago,7,,Q6057576,"religion,palaces,architecture,historic_architecture,other_temples,interesting_places",-70.65130615234375,-33.43829345703125
Q6080506,Plazuela Marcelino Champagnat,7,,Q6080506,"cultural,urban_environment,interesting_places,squares",-70.74171447753906,-34.173805236816406
Q6142032,Valparaiso Sporting Club,7,,Q6142032,"sport,historic_architecture,architecture,interesting_places,stadiums,other_buildings_and_structures",-71.53929901123047,-33.022499084472656
Q6151591,Sloman Dam,7,,Q6151591,"other,unclassified_objects,interesting_places,historic_object",-69.51463317871094,-21.853229522705078
Q11171903,Villavicnecio Natural Reserve,7,,Q11171903,"interesting_places,natural,nature_reserves,nature_reserves_others",-69.0183334350586,-32.52694320678711
Q16483490,Antiguo Hospital San José,7,,Q16483490,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-70.65348052978516,-33.41382598876953
Q16483494,Capilla del antiguo Lazareto de San Vicente de Paul,7,,Q16483494,"other,unclassified_objects,interesting_places,historic_object",-70.65402221679688,-33.41941833496094
Q16490402,Casa de Salud de Mujeres Carolina Deursther,7,,Q16490402,"other,unclassified_objects,interesting_places,historic_object",-70.35012817382812,-33.643707275390625
Q16490436,Casa Mohr Pérez,7,,Q16490436,"other,unclassified_objects,interesting_places,historic_object",-73.13416290283203,-40.57472229003906
Q16491384,Conjunto Virginia Opazo,7,,Q16491384,"other,unclassified_objects,interesting_places,historic_object",-70.66911315917969,-33.449337005615234
Q16543962,Casa Hildesheim Baviera,7,,Q16543962,"historic,monuments_and_memorials,interesting_places,monuments",-71.461181640625,-32.553043365478516
Q16543966,Casa Kuschel,7,,Q16543966,"other,unclassified_objects,interesting_places,historic_object",-72.99083709716797,-41.31833267211914
Q16554271,Pali-Aike Cave,7,,Q16554271,"other,unclassified_objects,interesting_places,historic_object",-69.70388793945312,-52.11027908325195
Q16577525,Iglesia de Camiña,7,,Q16577525,"religion,churches,interesting_places,other_churches",-69.42620849609375,-19.31296730041504
Q16588942,Lagar de Matilla,7,,Q16588942,"other,unclassified_objects,interesting_places,historic_object",-69.36222076416016,-20.51361083984375
N343304315,Pune Junction,7,node/343304315,Q3632576,"railway_stations,industrial_facilities,interesting_places",73.8744125366211,18.52887725830078
W317146372,Bhadkal Gate,7,way/317146372,Q4900527,"fortifications,historic,interesting_places,other_fortifications",75.32160949707031,19.888620376586914
