xid,name,rate,osm,wikidata,kinds,point.lon,point.lat
W612074530,Archeological site,7,way/612074530,Q2620036,"rock_formations,historic,archaeology,geological_formations,natural,interesting_places,other_archaeological_sites",-75.07379150390625,-14.750822067260742
W612074533,Archeological site,7,way/612074533,Q2620036,"rock_formations,historic,archaeology,geological_formations,natural,interesting_places,other_archaeological_sites",-75.0739974975586,-14.750593185424805
W173725449,,7,way/173725449,Q2620036,"rock_formations,historic,archaeology,geological_formations,natural,interesting_places,other_archaeological_sites",-75.12117004394531,-14.690308570861816
W612074521,Archeological site,7,way/612074521,Q2620036,"rock_formations,historic,archaeology,geological_formations,natural,interesting_places,other_archaeological_sites",-75.07813262939453,-14.748398780822754
W137051404,Spiral,7,way/137051404,Q2620036,"rock_formations,historic,archaeology,geological_formations,natural,interesting_places,other_archaeological_sites",-75.12248992919922,-14.688755989074707
W323497464,,7,way/323497464,Q2620036,"rock_formations,historic,archaeology,geological_formations,natural,interesting_places,other_archaeological_sites",-75.10411834716797,-14.694330215454102
W126587273,St. Peter's Church,7,way/126587273,Q3319986,"religion,churches,interesting_places,catholic_churches",-77.02873992919922,-12.049379348754883
W93061843,Catedral de Piura,7,way/93061843,Q26250307,"religion,cathedrals,interesting_places",-80.62673950195312,-5.1962690353393555
W31281502,Museo de la Ciudad,7,way/31281502,Q19896440,"cultural,museums,interesting_places,other_museums",-78.51500701904297,-0.22306276857852936
W225903400,Iglesia de San Juan,7,way/225903400,Q6063558,"religion,churches,interesting_places,catholic_churches",-70.02886962890625,-15.837932586669922
N4717567995,Casona Mercaderes,7,node/4717567995,Q19593765,"architecture,historic_architecture,urban_environment,cultural,interesting_places,restaurants,foods,squares,tourist_facilities,other_buildings_and_structures",-71.53227233886719,-16.399810791015625
W286762986,Catedral de Tacna,7,way/286762986,Q5758603,"religion,cathedrals,interesting_places",-70.25198364257812,-18.014516830444336
R2729059,Lines and Geoglyphs of Nasca and Palpa,7,relation/2729059,Q2620036,"historic,archaeology,interesting_places,other_archaeological_sites",-75.17153930664062,-14.687481880187988
R12530031,Nasca Lines and Geoglyphs Archaeological Reserve Zone,7,relation/12530031,Q2620036,"historic,archaeology,interesting_places,other_archaeological_sites",-75.0816650390625,-14.751341819763184
N5794422061,Baby condor,7,node/5794422061,Q2620036,"historic,archaeology,interesting_places,other_archaeological_sites",-75.00628662109375,-14.790619850158691
W173725448,,7,way/173725448,Q2620036,"historic,archaeology,interesting_places,other_archaeological_sites",-75.12833404541016,-14.705443382263184
W131940605,Huaca San Marcos,7,way/131940605,Q5903823,"historic,archaeology,interesting_places,other_archaeological_sites",-77.08683776855469,-12.06001091003418
W496000353,Huaca Pucllana,7,way/496000353,Q677387,"historic,archaeology,interesting_places,other_archaeological_sites",-77.03395080566406,-12.111471176147461
W438082538,Huaca Pucllana,7,way/438082538,Q677387,"historic,archaeology,interesting_places,other_archaeological_sites",-77.03211975097656,-12.11023235321045
N2169513303,Restaurante Huaca Pucllana,7,node/2169513303,Q677387,"architecture,historic_architecture,historic,archaeology,interesting_places,other_archaeological_sites,restaurants,foods,tourist_facilities,other_buildings_and_structures",-77.03303527832031,-12.11105728149414
N4966811022,Huaca Pucllana,7,node/4966811022,Q677387,"historic,archaeology,interesting_places,other_archaeological_sites",-77.03328704833984,-12.111567497253418
W435365880,Monastery of San Francisco,7,way/435365880,Q2404214,"religion,churches,monasteries,interesting_places,other_churches",-77.02710723876953,-12.045461654663086
N6348526085,Churros San Francisco,7,node/6348526085,Q2404214,"religion,architecture,historic_architecture,churches,monasteries,interesting_places,fast_food,foods,tourist_facilities,other_buildings_and_structures,other_churches",-77.0284652709961,-12.04598331451416
N3099279836,Galaria San Francisco,7,node/3099279836,Q2404214,"religion,churches,monasteries,interesting_places,other_churches",-77.0283203125,-12.045695304870605
N4471448464,Convent of San Fransisco,7,node/4471448464,Q2404214,"religion,churches,monasteries,interesting_places,other_churches",-77.02717590332031,-12.045477867126465
W771625882,Wari Willka,7,way/771625882,Q9005122,"historic,archaeology,interesting_places,other_archaeological_sites",-75.20612335205078,-12.117607116699219
W37857794,Almudena,7,way/37857794,Q68859382,"cemeteries,historic,burial_places,interesting_places",-71.98851776123047,-13.527287483215332
N4413841689,San Pedro,7,node/4413841689,Q83372379,"architecture,historic_architecture,interesting_places,shops,bakeries,tourist_facilities,other_buildings_and_structures",-71.98408508300781,-13.52099895477295
W255536421,Plazoleta Santa Catalina,7,way/255536421,Q71896434,"religion,churches,urban_environment,gardens_and_parks,cultural,interesting_places,other_churches",-71.97704315185547,-13.517671585083008
N993167780,Iglesia de Santa Teresa,7,node/993167780,Q65630053,"religion,churches,monasteries,interesting_places,other_churches",-71.98139190673828,-13.515456199645996
N4804419826,Church of San Blas,7,node/4804419826,Q83286477,"religion,other_temples,interesting_places",-71.97538757324219,-13.515395164489746
W307633838,Huaca Prieta,7,way/307633838,Q1632701,"historic,archaeology,interesting_places,other_archaeological_sites",-79.30619812011719,-7.924899578094482
W942423831,"Iglesia de San Cristóbal, Huánuco",7,way/942423831,Q28171729,"religion,churches,interesting_places,other_churches",-76.23603820800781,-9.930930137634277
N1728416578,Ruinas Ventanillas de Otuzco,7,node/1728416578,Q2045826,"historic,archaeology,interesting_places,other_archaeological_sites",-78.4574966430664,-7.125
N633710901,Ventanillas de Otuzco,7,node/633710901,Q2045826,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-78.45787811279297,-7.125317096710205
W405340982,Santa Catalina Monastery,7,way/405340982,Q1538957,"religion,monasteries,cultural,museums,interesting_places,other_museums",-71.53656005859375,-16.39514923095703
N6814304487,Sucre House,7,node/6814304487,Q18416972,"cultural,museums,interesting_places,other_museums",-78.51202392578125,-0.22354716062545776
N635420368,Catedral - Santa Catalina,7,node/635420368,Q16490511,"religion,cathedrals,interesting_places",-78.51805877685547,-7.156766414642334
W573324443,Templo de Santa Cruz de Jerusalen,7,way/573324443,Q5911560,"religion,churches,interesting_places,other_churches",-69.4614486694336,-16.210247039794922
R8531715,Catedral de Lima,7,relation/8531715,Q2446793,"religion,cathedrals,churches,interesting_places,other_churches",-77.02970123291016,-12.046764373779297
N4139782991,Convento Santa Catalina,7,node/4139782991,Q1538957,"religion,monasteries,interesting_places",-71.53681945800781,-16.395273208618164
W673212786,Church of Saint Francis,7,way/673212786,Q5116751,"religion,churches,interesting_places,catholic_churches",-78.51538848876953,-0.2203492969274521
W298433493,Our Lady of Guadalupe College,7,way/298433493,Q5551444,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-77.04116821289062,-12.055329322814941
R6421151,Río Abiseo National Park,7,relation/6421151,Q941412,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",-77.26570129394531,-7.732485294342041
N2706089579,Casa de la Literatura Peruana,7,node/2706089579,Q5201438,"railway_stations,industrial_facilities,cultural,museums,interesting_places,other_museums",-77.02875518798828,-12.044415473937988
W31149837,Casa de Sucre,7,way/31149837,Q18416972,"cultural,museums,interesting_places,other_museums",-78.51317596435547,-0.22188816964626312
N5921333767,Cathedral of Lima,7,node/5921333767,Q2446793,"religion,cathedrals,cultural,museums,interesting_places,art_galleries",-77.02983856201172,-12.046372413635254
W198984715,Teatro Municipal de Lima,7,way/198984715,Q5201615,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-77.03511810302734,-12.045692443847656
N7107582760,Machu Picchu,7,node/7107582760,Q676203,"settlements,historic,historical_places,archaeology,interesting_places,historic_settlements",-72.54535675048828,-13.162784576416016
W770641291,Pañamarka,7,way/770641291,Q9057204,"historic,archaeology,interesting_places,other_archaeological_sites",-78.37542724609375,-9.206231117248535
W157376572,Machu Picchu,7,way/157376572,Q676203,"settlements,historic,archaeology,interesting_places",-72.54508209228516,-13.164422035217285
W771627507,Sillustani,7,way/771627507,Q2603118,"tumuluses,historic,burial_places,archaeology,natural,interesting_places,nature_reserves,other_archaeological_sites,other_nature_conservation_areas",-70.15898895263672,-15.721653938293457
W366673645,Templo de Santo Domingo,7,way/366673645,Q46169893,"religion,churches,interesting_places,other_churches",-74.22543334960938,-13.158465385437012
W23799161,Church of the Society of Jesus,7,way/23799161,Q10974742,"religion,churches,interesting_places,catholic_churches",-71.9779281616211,-13.517566680908203
W260992503,Church of Our Lady of the Pillar,7,way/260992503,Q5909710,"religion,churches,interesting_places,other_churches",-79.71572875976562,-4.640320777893066
W107938444,Basilica of the National Vow,7,way/107938444,Q4868435,"religion,cathedrals,churches,interesting_places,other_churches",-78.50732421875,-0.2147284299135208
N1932068320,Museo de Sitio Huallamarca,7,node/1932068320,Q9005094,"architecture,historic_architecture,historic,archaeology,cultural,museums,interesting_places,pyramids,other_museums,other_archaeological_sites",-77.04024505615234,-12.096830368041992
W159408371,Iglesia de San Francisco,7,way/159408371,Q5116751,"religion,churches,interesting_places,catholic_churches",-78.5155258178711,-0.22028543055057526
N1680803098,Monolito Barbado,7,node/1680803098,Q9034613,"architecture,historic_architecture,interesting_places,destroyed_objects",-68.67251586914062,-16.554765701293945
N4248837794,Restaurante San Francisco,7,node/4248837794,Q5116751,"religion,architecture,historic_architecture,churches,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures,other_churches",-78.51387023925781,-0.22003212571144104
W171442171,Catedral Santo Domingo,7,way/171442171,Q26822930,"religion,churches,interesting_places,other_churches",-70.93360900878906,-17.194026947021484
R8483449,Presbítero Maestro,7,relation/8483449,Q3776989,"cemeteries,historic,burial_places,interesting_places",-77.00731658935547,-12.041178703308105
W129822356,Huaca Huallamarca,7,way/129822356,Q9005094,"architecture,historic_architecture,historic,archaeology,interesting_places,pyramids,other_archaeological_sites",-77.04048919677734,-12.097403526306152
N6275182985,Cathedral of Lima,7,node/6275182985,Q2446793,"religion,cathedrals,interesting_places",-77.02978515625,-12.046716690063477
N5370984694,Santuario De Cocharcas,7,node/5370984694,Q27023417,"religion,churches,interesting_places,other_churches",-73.73944854736328,-13.612020492553711
W236481490,Suntur,7,way/236481490,Q12070303,"historic,archaeology,interesting_places,other_archaeological_sites",-73.26992797851562,-13.606128692626953
N4324616875,Extension cultural del Monasterio de Santa Catalina,7,node/4324616875,Q1538957,"religion,monasteries,interesting_places",-71.53723907470703,-16.395889282226562
N877180165,Monolito Ponce,7,node/877180165,Q9034613,"architecture,historic_architecture,interesting_places,destroyed_objects",-68.67317962646484,-16.554773330688477
N257941624,Wayna Picchu,7,node/257941624,Q676203,"settlements,historic,archaeology,interesting_places",-72.54561614990234,-13.161825180053711
N4324661090,Machu Picchu,7,node/4324661090,Q676203,"settlements,historic,archaeology,interesting_places",-72.54472351074219,-13.16266918182373
W234919581,Huaca del Dragón,7,way/234919581,Q289725,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-79.04900360107422,-8.07637882232666
W741759390,Kunturwasi qhapana,7,way/741759390,Q1792721,"historic,archaeology,interesting_places,other_archaeological_sites",-78.84632873535156,-7.12908935546875
N1701062194,Kunturwasi,7,node/1701062194,Q1792721,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-78.82498168945312,-7.122056007385254
R2093902,Aspero,7,relation/2093902,Q2475846,"historic,archaeology,interesting_places,other_archaeological_sites",-77.74076080322266,-10.815008163452148
N1728416362,Pañamarka,7,node/1728416362,Q9057204,"historic,archaeology,interesting_places,other_archaeological_sites",-78.37166595458984,-9.209166526794434
N5271683647,Huacramarca,7,node/5271683647,Q15949873,"mountain_peaks,historic,archaeology,geological_formations,natural,interesting_places,other_archaeological_sites",-77.43316650390625,-9.17568588256836
W425598181,San Francisco,7,way/425598181,Q5116751,"religion,architecture,historic_architecture,churches,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures,other_churches",-78.513916015625,-0.21998752653598785
N2230835962,San Fransisco,7,node/2230835962,Q5116751,"religion,churches,interesting_places,other_churches",-78.51454162597656,-0.220482736825943
N6855882369,San Francisco,7,node/6855882369,Q5116751,"religion,churches,interesting_places,other_churches",-78.51432037353516,-0.2205999195575714
W854096364,Tacna Courthouse,7,way/854096364,Q17232550,"cultural,museums,interesting_places,other_museums",-70.24845123291016,-18.01093292236328
W383861976,Museo de Pedro de Osma,7,way/383861976,Q6033665,"cultural,museums,interesting_places,art_galleries",-77.02264404296875,-12.154638290405273
N1932068186,Museo Convento de Santo Domingo,7,node/1932068186,Q5722131,"religion,churches,cultural,museums,interesting_places,other_museums,other_churches",-77.0316162109375,-12.044084548950195
N346631428,Museo de la Catedral,7,node/346631428,Q5758380,"religion,cathedrals,cultural,museums,interesting_places,other_museums",-78.51238250732422,-0.22092211246490479
W673325435,Iglesia de Santo Domingo,7,way/673325435,Q6447145,"religion,churches,interesting_places,other_churches",-78.51245880126953,-0.2243117094039917
W293642349,Plaza Vea Acho,7,way/293642349,Q2744878,"sport,architecture,historic_architecture,interesting_places,shops,supermarkets,stadiums,tourist_facilities,other_buildings_and_structures",-77.02196502685547,-12.041548728942871
W402523841,Basilica Cathedral of Arequipa,7,way/402523841,Q2942282,"religion,cathedrals,interesting_places",-71.53665924072266,-16.39809799194336
W233697898,Iglesia Santa Catalina,7,way/233697898,Q5909058,"religion,churches,interesting_places,catholic_churches",-70.1345443725586,-15.493478775024414
W253234080,Catedral Metropolitana Quito,7,way/253234080,Q5758380,"religion,cathedrals,interesting_places",-78.51244354248047,-0.22052250802516937
W705289513,Convento de Santo Domingo,7,way/705289513,Q6447145,"religion,monasteries,interesting_places",-78.51189422607422,-0.22415345907211304
W711130443,Monasterio de Santo Domingo,7,way/711130443,Q6447145,"religion,monasteries,interesting_places",-78.5126724243164,-0.22485896944999695
N6556532685,Cristo Blanco Mirador,7,node/6556532685,Q107554678,"view_points,other,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-71.97808837890625,-13.509636878967285
R8596479,Chavin Archaeological Site,7,relation/8596479,Q732554,"historic,archaeology,interesting_places,other_archaeological_sites",-77.17791748046875,-9.593748092651367
W439126948,Willkawayin,7,way/439126948,Q469528,"historic,archaeology,interesting_places,other_archaeological_sites",-77.5114517211914,-9.483248710632324
N4337620606,Museo de la Catedral de Arequipa,7,node/4337620606,Q2942282,"religion,cathedrals,cultural,museums,interesting_places,other_museums",-71.53704071044922,-16.39806365966797
W28764769,Plaza de Armas,7,way/28764769,Q9060924,"urban_environment,cultural,interesting_places,squares",-79.02867889404297,-8.111743927001953
N6556530988,Cristo Blanco,7,node/6556530988,Q107554678,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-71.9780502319336,-13.509642601013184
R2093848,Cerro Sechín,7,relation/2093848,Q2045790,"historic,archaeology,interesting_places,other_archaeological_sites",-78.2171401977539,-9.528177261352539
W31144711,Palacio de Cristal Centro cultural Itchimbia,7,way/31144711,Q5761156,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-78.50177764892578,-0.21998003125190735
W303520289,Huamanga Cathedral,7,way/303520289,Q15628630,"religion,cathedrals,churches,interesting_places,catholic_churches",-74.22486877441406,-13.160834312438965
W157862184,Willkawayin,7,way/157862184,Q469528,"architecture,historic_architecture,historic,archaeology,cultural,museums,interesting_places,destroyed_objects,other_museums,other_archaeological_sites",-77.50709533691406,-9.487565040588379
W155719387,Kalasasaya,7,way/155719387,Q1722063,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-68.67342376708984,-16.55478858947754
N1932068250,Plaza de toros de Acho,7,node/1932068250,Q2744878,"sport,architecture,historic_architecture,interesting_places,stadiums,other_buildings_and_structures",-77.02325439453125,-12.041433334350586
N4353135484,Calle Espaderos,7,node/4353135484,Q83278682,"architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",-71.97966766357422,-13.51662826538086
R8543642,Historic Centre of Lima,7,relation/8543642,Q3320442,"historic,historical_places,interesting_places,historic_districts",-77.0300521850586,-12.043832778930664
W379421151,Escuela Socoroma,7,way/379421151,Q16577961,"religion,churches,interesting_places,other_churches",-69.60271453857422,-18.263607025146484
W145575810,Plaza de Socoroma,7,way/145575810,Q16577961,"religion,churches,urban_environment,gardens_and_parks,cultural,interesting_places,other_churches",-69.60237884521484,-18.26358413696289
N410692007,Iglesia de Socoroma,7,node/410692007,Q16577961,"religion,churches,interesting_places,other_churches",-69.60240936279297,-18.263256072998047
W153125090,Huaca San Borja,7,way/153125090,Q5903819,"historic,archaeology,interesting_places,other_archaeological_sites",-77.00023651123047,-12.084131240844727
W75223316,Plaza Bolivar,7,way/75223316,Q6079438,"urban_environment,cultural,interesting_places,squares",-77.02601623535156,-12.047618865966797
N6575791322,Plaza Bolivar,7,node/6575791322,Q6079438,"urban_environment,cultural,interesting_places,squares",-77.026123046875,-12.047619819641113
W559862793,Templo Santa Catalina,7,way/559862793,Q5909058,"religion,churches,urban_environment,gardens_and_parks,cultural,interesting_places,other_churches",-70.13460540771484,-15.493376731872559
W74154888,Spiritual and Political Centre of the Tiwanaku Culture,7,way/74154888,Q61750,"settlements,megaliths,historic,archaeology,interesting_places",-68.67191314697266,-16.5584659576416
W255159007,Kalasasaya,7,way/255159007,Q1722063,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",-68.6735610961914,-16.55567169189453
N4746310711,Cristo Blanco,7,node/4746310711,Q107554678,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-71.97808837890625,-13.509592056274414
W111216572,Trujillo Cathedral,7,way/111216572,Q2942844,"religion,cathedrals,churches,interesting_places,catholic_churches",-79.02827453613281,-8.110697746276855
W951794202,Chavin de Huantar,7,way/951794202,Q732554,"historic,archaeology,interesting_places,other_archaeological_sites",-77.17755889892578,-9.593265533447266
N633941529,Cumbe Mayo,7,node/633941529,Q973833,"bridges,architecture,historic,archaeology,interesting_places,other_archaeological_sites,other_bridges",-78.57305145263672,-7.190561771392822
W425584867,hotel casa gangotena,7,way/425584867,Q19950445,"palaces,architecture,historic_architecture,accomodations,interesting_places,other_hotels",-78.51541137695312,-0.2211197167634964
N2706072952,Casa Aliaga,7,node/2706072952,Q47500053,"cultural,museums,interesting_places,other_museums",-77.03028869628906,-12.044410705566406
W401815318,Puruchuco,7,way/401815318,Q2615433,"historic,archaeology,interesting_places,other_archaeological_sites",-76.93343353271484,-12.047772407531738
W551501229,Miraya Geoglyphs,7,way/551501229,Q219279,"historic,archaeology,interesting_places,other_archaeological_sites",-77.54320526123047,-10.883057594299316
N4347851994,Parroquia Santa Catalina,7,node/4347851994,Q6121619,"religion,churches,interesting_places,other_churches",-77.02639770507812,-12.055282592773438
N7011528847,Palacio de La Recoleta,7,node/7011528847,Q6058076,"architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",-78.5131607055664,-0.23142337799072266
R9088043,Convento de Ocopa,7,relation/9088043,Q5785880,"religion,monasteries,interesting_places",-75.29422760009766,-11.873738288879395
N6967685316,Marcavilca Hill,7,node/6967685316,Q6914170,"mountain_peaks,geological_formations,natural,interesting_places",-77.02684783935547,-12.181979179382324
N2973916145,Morro Solar,7,node/2973916145,Q6914170,"mountain_peaks,geological_formations,natural,interesting_places",-77.03206634521484,-12.170242309570312
R3616286,belmond hotel monasterio,7,relation/3616286,Q5911753,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",-71.97634887695312,-13.515308380126953
W44364378,San Martin Plaza,7,way/44364378,Q3294506,"urban_environment,cultural,interesting_places,squares",-77.03460693359375,-12.05165958404541
W160072706,Plaza Italia,7,way/160072706,Q6079604,"urban_environment,cultural,interesting_places,squares",-77.02281188964844,-12.050820350646973
N5324603015,Ciudad Sagrada de Caral,7,node/5324603015,Q219279,"settlements,historic,archaeology,interesting_places",-77.52088165283203,-10.895313262939453
W157129502,Huaca La Esmeralda,7,way/157129502,Q289583,"architecture,historic_architecture,historic,archaeology,cultural,museums,interesting_places,destroyed_objects,other_museums,other_archaeological_sites",-79.04496765136719,-8.10471248626709
N6095477218,Museo de la catedral del cusco,7,node/6095477218,Q2942242,"religion,cathedrals,churches,cultural,museums,interesting_places,other_museums,catholic_churches",-71.97761535644531,-13.5164155960083
N1932068313,Puruchuco,7,node/1932068313,Q2615433,"historic,archaeology,cultural,museums,interesting_places,other_museums,other_archaeological_sites",-76.93444061279297,-12.04808235168457
N7965602395,Teatro Municipal de Tacna,7,node/7965602395,Q17232551,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-70.24922180175781,-18.009929656982422
W117755695,Alameda de los Descalzos,7,way/117755695,Q5662196,"urban_environment,gardens_and_parks,cultural,interesting_places",-77.0255126953125,-12.035183906555176
W156255349,Caral,7,way/156255349,Q219279,"settlements,historic,archaeology,interesting_places",-77.52120208740234,-10.892288208007812
W551501227,Lurihuasi,7,way/551501227,Q219279,"settlements,historic,archaeology,interesting_places",-77.55064392089844,-10.877758026123047
W73635316,Cementerio de Chauchilla,7,way/73635316,Q2390928,"cemeteries,historic,burial_places,archaeology,interesting_places,other_archaeological_sites",-74.92686462402344,-14.982808113098145
W551501231,Miraya,7,way/551501231,Q219279,"settlements,historic,archaeology,interesting_places",-77.53956604003906,-10.883432388305664
W372364484,La Recoleta,7,way/372364484,Q26730541,"religion,churches,interesting_places,other_churches",-78.51295471191406,-7.1611480712890625
W448924553,Cusco Cathedral,7,way/448924553,Q2942242,"religion,cathedrals,churches,interesting_places,catholic_churches",-71.97787475585938,-13.516265869140625
W31150860,Ministerio de Defensa,7,way/31150860,Q6058076,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-78.51214599609375,-0.2309669852256775
R8605278,Museo de la Inquisición y del Congreso,7,relation/8605278,Q5075650,"cultural,museums,interesting_places,history_museums",-77.0263671875,-12.048145294189453
R11913766,Historical Centre of the City of Arequipa,7,relation/11913766,Q8343756,"historic,historical_places,interesting_places,historic_districts",-71.53688049316406,-16.399677276611328
W115981121,Mateo Salado,7,way/115981121,Q6005941,"historic,archaeology,interesting_places,other_archaeological_sites",-77.06261444091797,-12.065463066101074
W528020499,Mateo Salado,7,way/528020499,Q6005941,"historic,archaeology,interesting_places,other_archaeological_sites",-77.06034088134766,-12.064010620117188
W439602855,Huaca Garagay,7,way/439602855,Q4133519,"historic,archaeology,interesting_places,other_archaeological_sites",-77.0879135131836,-12.002910614013672
W442982237,Quinta de Presa,7,way/442982237,Q6095062,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-77.03256225585938,-12.035889625549316
W551338268,Puruchuco,7,way/551338268,Q2615433,"historic,archaeology,interesting_places,other_archaeological_sites",-76.93038177490234,-12.048453330993652
W348099338,Puruchuco,7,way/348099338,Q2615433,"settlements,historic,archaeology,interesting_places",-76.93599700927734,-12.049619674682617
N1728424202,Rupac,7,node/1728424202,Q26939478,"historic,archaeology,interesting_places,other_archaeological_sites",-76.8044662475586,-11.325374603271484
W156259317,Iglesia de San Juan Bautista,7,way/156259317,Q28001707,"religion,historic,churches,monuments_and_memorials,interesting_places,monuments,other_churches",-75.35435485839844,-13.604727745056152
N4702167195,Historic Centre of Arequipa,7,node/4702167195,Q8343756,"historic,historical_places,interesting_places,historic_districts",-71.53456115722656,-16.393325805664062
N801679696,San Pedro,7,node/801679696,Q25893292,"religion,churches,interesting_places,other_churches",-71.9835205078125,-13.520797729492188
W153870610,Wiñay Wayna,7,way/153870610,Q1585056,"historic,archaeology,interesting_places,other_archaeological_sites",-72.53633117675781,-13.19290828704834
N1728415960,Wiñay Wayna,7,node/1728415960,Q1585056,"historic,archaeology,interesting_places,other_archaeological_sites",-72.537353515625,-13.19061279296875
R225629,Parque Nacional Machalilla,7,relation/225629,Q1076030,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",-80.71269989013672,-1.4126551151275635
R11914224,Sacred City of Caral-Supe,7,relation/11914224,Q219279,"historic,archaeology,interesting_places,other_archaeological_sites",-77.52349853515625,-10.898663520812988
W156797991,Paramonga Fortess,7,way/156797991,Q2039561,"historic,archaeology,interesting_places,other_archaeological_sites",-77.84152221679688,-10.65328311920166
N637028735,La Recoleta,7,node/637028735,Q26730541,"religion,churches,interesting_places,other_churches",-78.51310729980469,-7.160969257354736
W301848145,Kotosh,7,way/301848145,Q2669852,"historic,archaeology,cultural,museums,interesting_places,other_archaeological_sites,art_galleries",-76.2795639038086,-9.932180404663086
W111289587,Teatro Municipal,7,way/111289587,Q26260366,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-79.02464294433594,-8.109461784362793
W157862627,Kuelap,7,way/157862627,Q1361820,"fortifications,historic,burial_places,archaeology,interesting_places,castles,necropolises,other_archaeological_sites",-77.92388153076172,-6.417344093322754
W790167680,Iglesia de San Pedro,7,way/790167680,Q28475495,"religion,churches,interesting_places,other_churches",-76.11212921142578,-10.855681419372559
N965378786,Escuela San Cristobal,7,node/965378786,Q70759876,"religion,churches,interesting_places,other_churches",-71.97908020019531,-13.513060569763184
W68629616,San Sebastian,7,way/68629616,Q26905493,"religion,churches,interesting_places,other_churches",-71.93810272216797,-13.530027389526367
W32482219,Fortaleza Real Felipe,7,way/32482219,Q2031014,"fortifications,historic,interesting_places,castles",-77.14933013916016,-12.062747955322266
R207400,Parque Nacional Sangay,7,relation/207400,Q839603,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",-78.29644012451172,-2.0493321418762207
R225636,Parque Nacional Cajas,7,relation/225636,Q1295864,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,national_parks",-79.24137115478516,-2.848353862762451
W648297770,Iglesia de Santo Domingo,7,way/648297770,Q3001637,"religion,churches,monasteries,interesting_places,catholic_churches",-71.97567749023438,-13.520193099975586
R12225048,Cultural Landscape The Candelabro of Paracas,7,relation/12225048,Q2574847,"other,unclassified_objects,interesting_places,historic_object",-76.3164291381836,-13.801532745361328
N412139200,Kotosh Preinca Culture,7,node/412139200,Q2669852,"historic,archaeology,cultural,museums,interesting_places,other_museums,other_archaeological_sites",-76.27863311767578,-9.932206153869629
N5180608240,"Casona Tristán del Pozo, Arequipa",7,node/5180608240,Q5754552,"cultural,museums,interesting_places,other_museums",-71.53595733642578,-16.398109436035156
W369741061,Plaza Santa Ana,7,way/369741061,Q88477839,"religion,churches,urban_environment,cultural,interesting_places,catholic_churches,squares",-71.98554992675781,-13.514631271362305
W258787958,"Iglesia de San Sebastián, Cusco",7,way/258787958,Q26905493,"religion,churches,urban_environment,gardens_and_parks,cultural,interesting_places,other_churches",-71.93740844726562,-13.530016899108887
W463793109,Pileta Ornamental de Tacna,7,way/463793109,Q6075908,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-70.2512435913086,-18.01395034790039
N6918024177,Kotosh,7,node/6918024177,Q2669852,"historic,historical_places,archaeology,interesting_places,other_archaeological_sites,historic_settlements",-76.27914428710938,-9.929030418395996
N7265423014,The Oxen,7,node/7265423014,Q91648292,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-77.03619384765625,-12.056719779968262
R6553940,Pachacamac,7,relation/6553940,Q430563,"historic,archaeology,interesting_places,other_archaeological_sites",-76.90679168701172,-12.249824523925781
W157298324,Pukatampu,7,way/157298324,Q1513848,"historic,archaeology,interesting_places,other_archaeological_sites",-75.82882690429688,-13.705093383789062
W442987103,Iglesia de Santa Liberata,7,way/442987103,Q5911595,"religion,churches,interesting_places,other_churches",-77.02608489990234,-12.035600662231445
W76344171,Iglesia de San Cristobal,7,way/76344171,Q70759876,"religion,churches,interesting_places,other_churches",-71.98009490966797,-13.513359069824219
W446991480,Santa Ana,7,way/446991480,Q88477839,"religion,churches,interesting_places,catholic_churches",-71.98576354980469,-13.514769554138184
